Variable,ValueOrder,ValueText,VariableName,ValueGroup1
TransitSystem3,12,Sound Transit Bus,rSurvey only: Transit leg 3: System name,Sound Transit Bus
TransitSystem3,13,Sound Transit Rail,rSurvey only: Transit leg 3: System name,Sound Transit Rail
TransitSystem3,14,Washington State Ferries,rSurvey only: Transit leg 3: System name,Washington State Ferries
TransitSystem3,15,King County Metro Dial-a-Ride,rSurvey only: Transit leg 3: System name,King County Metro Dial-a-Ride
TransitSystem3,16,Amtrak,rSurvey only: Transit leg 3: System name,Amtrak
TransitSystem4,1,Community Transit,rSurvey only: Transit leg 4: System name,Community Transit
TransitSystem4,2,Everett Transit,rSurvey only: Transit leg 4: System name,Everett Transit
TransitSystem4,3,King County Metro,rSurvey only: Transit leg 4: System name,King County Metro
TransitSystem4,4,King County Water Taxi,rSurvey only: Transit leg 4: System name,King County Water Taxi
TransitSystem4,5,Kitsap Ferry,rSurvey only: Transit leg 4: System name,Kitsap Ferry
TransitSystem4,6,Kitsap Transit Bus,rSurvey only: Transit leg 4: System name,Kitsap Transit Bus
TransitSystem4,7,Kitsap Transit Worker/Driver,rSurvey only: Transit leg 4: System name,Kitsap Transit Worker/Driver
TransitSystem4,8,Pierce County Ferry,rSurvey only: Transit leg 4: System name,Pierce County Ferry
TransitSystem4,9,Pierce Transit,rSurvey only: Transit leg 4: System name,Pierce Transit
TransitSystem4,10,Seattle Monorail,rSurvey only: Transit leg 4: System name,Seattle Monorail
TransitSystem4,11,Seattle Streetcar,rSurvey only: Transit leg 4: System name,Seattle Streetcar
TransitSystem4,12,Sound Transit Bus,rSurvey only: Transit leg 4: System name,Sound Transit Bus
TransitSystem4,13,Sound Transit Rail,rSurvey only: Transit leg 4: System name,Sound Transit Rail
TransitSystem4,14,Washington State Ferries,rSurvey only: Transit leg 4: System name,Washington State Ferries
TransitSystem4,15,King County Metro Dial-a-Ride,rSurvey only: Transit leg 4: System name,King County Metro Dial-a-Ride
TransitSystem4,16,Amtrak,rSurvey only: Transit leg 4: System name,Amtrak
TransitSystem5,1,Community Transit,rSurvey only: Transit leg 5: System name,Community Transit
TransitSystem5,2,Everett Transit,rSurvey only: Transit leg 5: System name,Everett Transit
TransitSystem5,3,King County Metro,rSurvey only: Transit leg 5: System name,King County Metro
TransitSystem5,4,King County Water Taxi,rSurvey only: Transit leg 5: System name,King County Water Taxi
TransitSystem5,5,Kitsap Ferry,rSurvey only: Transit leg 5: System name,Kitsap Ferry
TransitSystem5,6,Kitsap Transit Bus,rSurvey only: Transit leg 5: System name,Kitsap Transit Bus
TransitSystem5,7,Kitsap Transit Worker/Driver,rSurvey only: Transit leg 5: System name,Kitsap Transit Worker/Driver
TransitSystem5,8,Pierce County Ferry,rSurvey only: Transit leg 5: System name,Pierce County Ferry
TransitSystem5,9,Pierce Transit,rSurvey only: Transit leg 5: System name,Pierce Transit
TransitSystem5,10,Seattle Monorail,rSurvey only: Transit leg 5: System name,Seattle Monorail
TransitSystem5,11,Seattle Streetcar,rSurvey only: Transit leg 5: System name,Seattle Streetcar
TransitSystem5,12,Sound Transit Bus,rSurvey only: Transit leg 5: System name,Sound Transit Bus
TransitSystem5,13,Sound Transit Rail,rSurvey only: Transit leg 5: System name,Sound Transit Rail
TransitSystem5,14,Washington State Ferries,rSurvey only: Transit leg 5: System name,Washington State Ferries
TransitSystem5,15,King County Metro Dial-a-Ride,rSurvey only: Transit leg 5: System name,King County Metro Dial-a-Ride
TransitSystem5,16,Amtrak,rSurvey only: Transit leg 5: System name,Amtrak
TransitSystem5,1,,rSurvey only: Transit leg 5: System name,
SvyComplete,0,No,Trip survey is complete,No
SvyComplete,1,Yes,Trip survey is complete,Yes
Dayofweek,1,Tuesday,Travel day of week,Tuesday
Dayofweek,2,Wednesday,Travel day of week,Wednesday
Dayofweek,3,Thursday,Travel day of week,Thursday
Dayofweek,4,Friday,Travel day of week,Friday
Dayofweek,5,Saturday,Travel day of week,Saturday
Dayofweek,6,Sunday,Travel day of week,Sunday
Dayofweek,7,Monday,Travel day of week,Monday
CopiedTrip,0,No,rSurvey only: Trip was copied from another HH member,No
CopiedTrip,1,Yes,rSurvey only: Trip was copied from another HH member,Yes
UserMerged,0,No,rMove only: Trip is result of 2 or more trips merged by user,No
UserMerged,1,Yes,rMove only: Trip is result of 2 or more trips merged by user,Yes
UserSplit,0,No,rMove only: Trip is result of trip split by user,No
UserSplit,1,Yes,rMove only: Trip is result of trip split by user,Yes
AnalystMerged,0,No,rMove only: Trip is result of 2 or more trips merged by analyst,No
AnalystMerged,1,Yes,rMove only: Trip is result of 2 or more trips merged by analyst,Yes
AnalystSplit,0,No,rMove only: Trip is result of trip split by analyst,No
AnalystSplit,1,Yes,rMove only: Trip is result of trip split by analyst,Yes
FlagTeleport,0,No,rMove only: >=250m gap occurs after trip,No
FlagTeleport,1,Yes,rMove only: >=250m gap occurs after trip,Yes
ProxyAddedTrip,0,No,rMove only: Trip was added by proxy respondent,No
ProxyAddedTrip,1,Yes,rMove only: Trip was added by proxy respondent,Yes
NonproxyDerivedTrip,0,No,Derived child trip: Trip was derived from a non-proxy record for a non-participant,No
NonproxyDerivedTrip,1,Yes,Derived child trip: Trip was derived from a non-proxy record for a non-participant,Yes
Mode1,1,"Walk, jog, or wheelchair",Primary Mode,Walk or bike
Mode1,2,Bicycle or e-bike,Primary Mode,Walk or bike
Mode1,3,Household vehicle 1,Primary Mode,Drive
Mode1,4,Household vehicle 2,Primary Mode,Drive
Mode1,5,Household vehicle 3,Primary Mode,Drive
Mode1,6,Household vehicle 4,Primary Mode,Drive
Mode1,7,Household vehicle 5,Primary Mode,Drive
Mode1,8,Household vehicle 6,Primary Mode,Drive
Mode1,9,Household vehicle 7,Primary Mode,Drive
Mode1,10,Household vehicle 8,Primary Mode,Drive
Mode1,11,Household vehicle 9,Primary Mode,Drive
Mode1,12,Household vehicle 10,Primary Mode,Drive
Mode1,16,Other household vehicle,Primary Mode,Drive
Mode1,17,Rental car,Primary Mode,Drive
Mode1,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",Primary Mode,Drive
Mode1,21,Vanpool vehicle,Primary Mode,Transit
Mode1,22,Other non-household vehicle,Primary Mode,Drive
Mode1,23,Bus (public transit),Primary Mode,Transit
Mode1,24,School bus,Primary Mode,Other
Mode1,26,Private bus or shuttle,Primary Mode,Other
Mode1,27,Paratransit,Primary Mode,Transit
Mode1,28,Other bus (rMove only),Primary Mode,Other
Mode1,31,Airplane or helicopter,Primary Mode,Other
Mode1,32,Ferry or water taxi,Primary Mode,Transit
Mode1,33,Car from work,Primary Mode,Drive
Mode1,34,Friend/colleague's car,Primary Mode,Drive
Mode1,36,"Taxi (e.g., Yello Cab)",Primary Mode,Other
Mode1,37,"Other hired service (e.g., Lyft, Uber)",Primary Mode,Other
Mode1,41,"Commuter rail (Sounder, Amtrak)",Primary Mode,Transit
Mode1,42,"Other rail (e.g., streetcar)",Primary Mode,Transit
Mode1,47,Other motorcycle/moped/scooter,Primary Mode,Drive
Mode1,52,"Urban rail (e.g., Link light rail, monorail)",Primary Mode,Transit
Mode1,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",Primary Mode,Other
Mode2,1,"Walk, jog, or wheelchair",rMove only: Fourth mode chosen,Walk or bike
Mode2,2,Bicycle or e-bike,rMove only: Fourth mode chosen,Walk or bike
Mode2,3,Household vehicle 1,rMove only: Fourth mode chosen,Drive
Mode2,4,Household vehicle 2,rMove only: Fourth mode chosen,Drive
Mode2,5,Household vehicle 3,rMove only: Fourth mode chosen,Drive
Mode2,6,Household vehicle 4,rMove only: Fourth mode chosen,Drive
Mode2,7,Household vehicle 5,rMove only: Fourth mode chosen,Drive
Mode2,8,Household vehicle 6,rMove only: Fourth mode chosen,Drive
Mode2,9,Household vehicle 7,rMove only: Fourth mode chosen,Drive
Mode2,10,Household vehicle 8,rMove only: Fourth mode chosen,Drive
Mode2,11,Household vehicle 9,rMove only: Fourth mode chosen,Drive
Mode2,12,Household vehicle 10,rMove only: Fourth mode chosen,Drive
Mode2,16,Other household vehicle,rMove only: Fourth mode chosen,Drive
Mode2,17,Rental car,rMove only: Fourth mode chosen,Drive
Mode2,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",rMove only: Fourth mode chosen,Drive
Mode2,21,Vanpool vehicle,rMove only: Fourth mode chosen,Transit
Mode2,22,Other non-household vehicle,rMove only: Fourth mode chosen,Drive
Mode2,23,Bus (public transit),rMove only: Fourth mode chosen,Transit
Mode2,24,School bus,rMove only: Fourth mode chosen,Other
Mode2,26,Private bus or shuttle,rMove only: Fourth mode chosen,Other
Mode2,27,Paratransit,rMove only: Fourth mode chosen,Transit
Mode2,28,Other bus (rMove only),rMove only: Fourth mode chosen,Other
Mode2,31,Airplane or helicopter,rMove only: Fourth mode chosen,Other
Mode2,32,Ferry or water taxi,rMove only: Fourth mode chosen,Transit
Mode2,33,Car from work,rMove only: Fourth mode chosen,Drive
Mode2,34,Friend/colleague's car,rMove only: Fourth mode chosen,Drive
Mode2,36,"Taxi (e.g., Yello Cab)",rMove only: Fourth mode chosen,Other
Mode2,37,"Other hired service (e.g., Lyft, Uber)",rMove only: Fourth mode chosen,Other
Mode2,41,"Commuter rail (Sounder, Amtrak)",rMove only: Fourth mode chosen,Transit
Mode2,42,"Other rail (e.g., streetcar)",rMove only: Fourth mode chosen,Transit
Mode2,47,Other motorcycle/moped/scooter,rMove only: Fourth mode chosen,Drive
Mode2,52,"Urban rail (e.g., Link light rail, monorail)",rMove only: Fourth mode chosen,Transit
Mode2,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",rMove only: Fourth mode chosen,Other
Mode3,1,"Walk, jog, or wheelchair",rMove only: Fourth mode chosen,Walk or bike
Mode3,2,Bicycle or e-bike,rMove only: Fourth mode chosen,Walk or bike
Mode3,3,Household vehicle 1,rMove only: Fourth mode chosen,Drive
Mode3,4,Household vehicle 2,rMove only: Fourth mode chosen,Drive
Mode3,5,Household vehicle 3,rMove only: Fourth mode chosen,Drive
Mode3,6,Household vehicle 4,rMove only: Fourth mode chosen,Drive
Mode3,7,Household vehicle 5,rMove only: Fourth mode chosen,Drive
Mode3,8,Household vehicle 6,rMove only: Fourth mode chosen,Drive
Mode3,9,Household vehicle 7,rMove only: Fourth mode chosen,Drive
Mode3,10,Household vehicle 8,rMove only: Fourth mode chosen,Drive
Mode3,11,Household vehicle 9,rMove only: Fourth mode chosen,Drive
Mode3,12,Household vehicle 10,rMove only: Fourth mode chosen,Drive
Mode3,16,Other household vehicle,rMove only: Fourth mode chosen,Drive
Mode3,17,Rental car,rMove only: Fourth mode chosen,Drive
Mode3,18,"Carshare vehicle (e.g., Zipcar, Car2Go, RelayRides, etc.)",rMove only: Fourth mode chosen,Drive
Mode3,21,Vanpool vehicle,rMove only: Fourth mode chosen,Transit
Mode3,22,Other non-household vehicle,rMove only: Fourth mode chosen,Drive
Mode3,23,Bus (public transit),rMove only: Fourth mode chosen,Transit
Mode3,24,School bus,rMove only: Fourth mode chosen,Other
Mode3,26,Private bus or shuttle,rMove only: Fourth mode chosen,Other
Mode3,27,Paratransit,rMove only: Fourth mode chosen,Transit
Mode3,28,Other bus (rMove only),rMove only: Fourth mode chosen,Other
Mode3,31,Airplane or helicopter,rMove only: Fourth mode chosen,Other
Mode3,32,Ferry or water taxi,rMove only: Fourth mode chosen,Transit
Mode3,33,Car from work,rMove only: Fourth mode chosen,Drive
Mode3,34,Friend/colleague's car,rMove only: Fourth mode chosen,Drive
Mode3,36,"Taxi (e.g., Yello Cab)",rMove only: Fourth mode chosen,Other
Mode3,37,"Other hired service (e.g., Lyft, Uber)",rMove only: Fourth mode chosen,Other
Mode3,41,"Commuter rail (Sounder, Amtrak)",rMove only: Fourth mode chosen,Transit
Mode3,42,"Other rail (e.g., streetcar)",rMove only: Fourth mode chosen,Transit
Mode3,47,Other motorcycle/moped/scooter,rMove only: Fourth mode chosen,Drive
Mode3,52,"Urban rail (e.g., Link light rail, monorail)",rMove only: Fourth mode chosen,Transit
Mode3,97,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",rMove only: Fourth mode chosen,Other
AgeCategory,1,Under 18 years,age:category,Under 18 years
AgeCategory,2,18-64 years,age:category,18-64 years
AgeCategory,3,65 years+,age:category,65 years+
